Order Date,Country,Region,Sales Rep,Category,Product,Sales,Profit,Discount
2024-05-10,Germany,West,Kaylee Wheeler,Grocery,Milk,1186.85,144.03,83.31
2022-04-22,Germany,North,Pamela Knapp,Sports,Basketball,399.97,48.98,14.14
2022-11-25,India,East,Mitchell Carter,Sports,Cycling Helmet,1075.62,169.26,135.17
2023-08-15,India,North,James Warren,Electronics,Tablet,323.77,74.67,41.57
2022-07-02,Germany,North,Christopher Smith,Clothing,Hat,1013.69,186.6,77.81
2023-09-20,India,South,Danielle Valdez,Grocery,Fruits,395.66,22.8,34.19
2023-01-26,India,North,Casey Manning,Grocery,Fruits,1454.41,256.4,86.95
2023-03-17,USA,East,James Warren,Grocery,Fruits,1111.46,259.86,109.13
2024-01-08,Germany,North,Pamela Knapp,Clothing,T-shirt,1306.91,234.99,212.74
2024-08-24,UK,East,Casey Manning,Furniture,Chair,1767.28,434.19,228.51
2024-09-22,USA,West,Kaylee Wheeler,Grocery,Bread,506.18,38.5,91.14
2022-06-29,India,South,Cody Silva,Electronics,Headphones,1610.7,456.49,261.56
2022-08-07,India,West,Kaylee Wheeler,Furniture,Sofa,272.05,56.94,14.9
2022-10-07,USA,North,Michelle Adams,Furniture,Cabinet,1618.02,175.59,296.76
2022-09-27,India,South,Kaylee Wheeler,Furniture,Desk,417.52,31.94,43.53
2023-03-02,India,West,James Warren,Grocery,Eggs,1667.08,455.08,241.03
2023-10-01,Canada,South,Mitchell Carter,Clothing,Jeans,35.09,5.84,1.67
2022-12-03,Canada,North,Mitchell Carter,Electronics,Smartwatch,1176.64,306.78,141.31
2022-08-19,Canada,South,Danielle Valdez,Electronics,Laptop,698.29,90.2,21.65
2023-04-24,UK,North,Cody Silva,Furniture,Sofa,703.83,172.02,110.03
2023-04-24,India,South,Michelle Adams,Grocery,Eggs,289.17,26.73,47.61
2024-11-22,USA,North,Casey Manning,Grocery,Eggs,1633.35,204.74,264.78
2022-11-09,Canada,South,Pamela Knapp,Furniture,Desk,1557.36,265.49,130.69
2024-03-03,Canada,North,Erica Singh,Sports,Football,1574.59,267.53,194.5
2024-01-02,India,South,Michelle Adams,Electronics,Smartphone,1778.05,519.87,174.5
2023-06-17,USA,South,Danielle Valdez,Electronics,Smartwatch,1198.15,316.44,43.66
2022-09-02,USA,South,Michelle Adams,Furniture,Sofa,882.07,233.91,159.01
2023-04-20,USA,West,Pamela Knapp,Electronics,Smartwatch,1615.36,295.19,221.26
2024-06-14,USA,East,Casey Manning,Electronics,Tablet,178.97,17.96,32.22
2023-10-26,India,South,Erica Singh,Electronics,Tablet,1538.98,345.98,34.92
2023-12-24,Canada,North,Erica Singh,Grocery,Eggs,1384.74,193.92,121.77
2024-01-18,USA,East,Cody Silva,Clothing,Hat,1935.2,316.63,259.46
2024-08-10,Germany,East,Pamela Knapp,Furniture,Chair,1947.72,248.21,376.21
2022-07-17,Germany,South,Christopher Smith,Electronics,Smartwatch,395.16,34.45,29.67
2022-03-04,Canada,North,Michelle Adams,Furniture,Sofa,1026.74,268.29,168.83
2023-05-20,Germany,North,Danielle Valdez,Sports,Cycling Helmet,1860.67,250.55,93.66
2024-06-07,UK,North,Cody Silva,Electronics,Laptop,1358.99,206.89,48.82
2024-07-19,India,East,Erica Singh,Electronics,Smartwatch,1616.05,221.8,257.39
2022-07-19,India,West,Kaylee Wheeler,Electronics,Headphones,1002.32,254.06,81.37
2024-08-08,USA,North,Christopher Smith,Grocery,Vegetables,1051.13,223.01,152.41
2023-12-09,Germany,South,James Warren,Furniture,Table,1013.99,277.83,101.75
2022-05-20,Germany,North,Danielle Valdez,Grocery,Eggs,888.36,51.64,69.1
2023-09-06,India,South,James Warren,Clothing,Shoes,956.57,284.24,164.54
2024-12-28,Canada,North,Christopher Smith,Sports,Football,251.0,43.11,0.47
2023-04-21,Germany,North,Mitchell Carter,Grocery,Eggs,1654.23,415.92,310.97
2023-11-28,Canada,East,Michelle Adams,Furniture,Sofa,706.47,137.9,96.12
2023-02-07,UK,West,James Warren,Furniture,Desk,1049.21,54.7,37.36
2022-04-20,India,North,Michelle Adams,Sports,Tennis Racket,834.45,156.85,117.0
2023-03-19,India,South,Danielle Valdez,Furniture,Chair,805.22,137.19,23.52
2023-02-21,India,West,Erica Singh,Grocery,Fruits,223.99,66.61,43.46
2022-02-11,India,North,Cody Silva,Sports,Football,712.88,107.94,68.1
2023-11-05,Canada,East,Pamela Knapp,Clothing,Jacket,108.7,19.04,2.44
2024-11-17,USA,South,Danielle Valdez,Clothing,Shoes,317.99,39.06,50.48
2023-02-20,USA,North,Christopher Smith,Electronics,Tablet,851.62,80.48,163.31
2023-07-15,Germany,South,Pamela Knapp,Sports,Basketball,188.62,21.22,23.02
2022-11-21,UK,South,Pamela Knapp,Furniture,Table,634.08,62.71,29.18
2023-08-13,Germany,East,Kaylee Wheeler,Grocery,Milk,1713.13,324.04,200.61
2023-07-26,Canada,East,Mitchell Carter,Sports,Football,607.03,75.59,101.12
2023-10-20,India,North,Christopher Smith,Clothing,Jeans,466.2,135.03,52.82
2022-08-04,Germany,West,Kaylee Wheeler,Electronics,Smartwatch,1002.53,119.22,186.33
2022-11-28,USA,East,Kaylee Wheeler,Grocery,Vegetables,718.78,165.03,21.56
2022-09-26,Germany,North,James Warren,Sports,Tennis Racket,761.21,199.65,100.34
2023-11-03,UK,South,Danielle Valdez,Grocery,Bread,806.71,169.67,15.95
2022-11-25,Germany,North,Casey Manning,Clothing,Jacket,1669.74,331.18,145.0
2023-08-08,Canada,North,James Warren,Clothing,T-shirt,340.51,26.08,42.89
2022-10-02,India,East,Michelle Adams,Clothing,T-shirt,789.7,105.7,19.61
2024-04-16,USA,East,Erica Singh,Sports,Cycling Helmet,176.49,49.14,16.75
2024-08-06,UK,East,Pamela Knapp,Electronics,Laptop,1865.82,138.17,134.37
2022-09-06,USA,West,James Warren,Grocery,Milk,1076.61,295.21,102.13
2024-12-27,UK,South,Christopher Smith,Furniture,Table,371.55,92.29,70.97
2022-11-17,UK,North,Casey Manning,Furniture,Cabinet,655.04,133.64,7.32
2022-05-28,Canada,East,Cody Silva,Grocery,Fruits,479.26,70.9,57.25
2022-12-15,UK,North,James Warren,Furniture,Table,257.04,51.31,7.83
2023-04-30,Canada,South,Erica Singh,Sports,Football,1150.15,286.96,146.8
2022-03-10,India,East,Mitchell Carter,Sports,Yoga Mat,695.73,45.11,96.05
2023-03-25,USA,West,James Warren,Furniture,Chair,127.06,12.31,7.7
2022-09-25,UK,South,Cody Silva,Electronics,Laptop,1147.31,85.87,23.85
2024-09-06,Canada,North,Mitchell Carter,Grocery,Vegetables,259.08,49.66,40.36
2022-06-14,Germany,South,Cody Silva,Electronics,Smartwatch,1125.18,247.29,46.15
2022-10-03,Canada,East,James Warren,Grocery,Eggs,1998.74,185.32,219.53
2022-11-05,USA,East,Mitchell Carter,Sports,Yoga Mat,176.58,9.28,15.01
2024-07-08,USA,East,Michelle Adams,Grocery,Bread,332.16,18.65,53.09
2023-02-07,India,North,James Warren,Furniture,Cabinet,1135.71,255.92,131.43
2023-03-17,Germany,North,Casey Manning,Sports,Basketball,242.47,19.54,25.87
2024-02-28,USA,West,James Warren,Furniture,Desk,614.79,171.72,26.57
2024-08-12,India,East,Christopher Smith,Sports,Cycling Helmet,959.09,228.66,130.61
2023-09-16,Canada,South,Kaylee Wheeler,Clothing,T-shirt,1173.79,284.29,115.56
2024-02-08,USA,West,Casey Manning,Electronics,Headphones,319.6,94.94,55.71
2023-06-28,India,East,James Warren,Grocery,Eggs,742.33,68.99,142.72
2024-04-12,Canada,West,Kaylee Wheeler,Electronics,Tablet,1514.85,356.71,124.24
2024-10-14,Germany,North,Casey Manning,Sports,Football,1573.01,404.15,164.7
2024-06-10,USA,South,Erica Singh,Sports,Tennis Racket,1267.93,379.5,198.0
2024-12-08,Canada,North,Kaylee Wheeler,Sports,Cycling Helmet,269.61,55.77,13.43
2022-03-01,USA,West,Michelle Adams,Sports,Cycling Helmet,395.17,36.02,3.1
2023-03-10,India,West,Pamela Knapp,Furniture,Sofa,350.61,96.28,27.37
2023-12-22,Germany,East,Cody Silva,Electronics,Tablet,1139.26,147.88,6.06
2024-12-13,UK,North,Cody Silva,Electronics,Tablet,390.2,48.08,58.43
2024-02-06,Germany,South,Kaylee Wheeler,Sports,Football,169.81,37.52,24.19
2022-07-18,UK,South,James Warren,Clothing,T-shirt,1074.97,76.28,20.39
2024-03-02,Canada,North,Danielle Valdez,Electronics,Smartphone,1014.84,193.07,152.33
2024-05-06,Germany,West,Danielle Valdez,Sports,Basketball,1833.36,354.93,277.87
2022-08-22,Canada,West,Michelle Adams,Sports,Football,1191.16,206.07,121.89
2023-03-22,UK,South,Mitchell Carter,Electronics,Smartphone,51.99,14.1,9.8
2024-04-21,UK,East,Casey Manning,Electronics,Tablet,1897.63,158.41,353.45
2022-07-04,Canada,West,Erica Singh,Furniture,Table,466.17,113.52,21.56
2022-02-21,USA,North,Cody Silva,Clothing,Jacket,878.89,70.98,29.01
2023-12-03,India,South,Michelle Adams,Clothing,Jacket,473.32,28.17,43.14
2022-09-22,Germany,West,Erica Singh,Sports,Yoga Mat,620.44,49.33,65.64
2024-08-06,Germany,North,James Warren,Sports,Basketball,220.98,42.62,22.67
2025-01-31,India,North,Danielle Valdez,Clothing,Shoes,1828.17,116.21,185.17
2022-09-14,India,North,Christopher Smith,Furniture,Table,350.51,85.04,13.08
2023-07-18,Canada,West,Danielle Valdez,Clothing,T-shirt,1746.92,225.46,173.26
2024-03-22,Canada,East,Kaylee Wheeler,Furniture,Cabinet,1612.91,369.71,273.2
2023-06-09,India,West,Kaylee Wheeler,Sports,Basketball,1061.07,124.18,16.15
2022-04-26,UK,West,Cody Silva,Furniture,Desk,550.39,98.6,21.96
2024-07-04,India,North,James Warren,Furniture,Chair,1642.49,211.55,137.67
2023-09-25,Germany,East,Danielle Valdez,Grocery,Eggs,1947.71,518.02,310.84
2024-08-16,India,South,James Warren,Sports,Yoga Mat,1454.46,239.99,0.71
2024-12-18,USA,North,Danielle Valdez,Grocery,Bread,512.83,146.88,5.46
2023-03-31,USA,East,Danielle Valdez,Clothing,Hat,311.84,43.18,11.24
2023-05-10,UK,West,James Warren,Clothing,Jeans,1294.82,74.72,63.1
2023-07-09,USA,East,Casey Manning,Sports,Basketball,1965.56,307.77,144.7
2022-03-21,Canada,East,Michelle Adams,Grocery,Eggs,409.49,91.38,53.28
2022-07-13,UK,East,Pamela Knapp,Sports,Tennis Racket,323.35,34.45,5.94
2022-06-02,Germany,North,Pamela Knapp,Electronics,Laptop,834.62,153.71,156.25
2023-06-20,Canada,East,Erica Singh,Sports,Football,472.22,30.12,53.37
2022-10-24,Canada,North,Christopher Smith,Sports,Football,445.81,40.82,43.98
2023-06-19,India,West,Erica Singh,Sports,Tennis Racket,1641.18,375.19,53.24
2023-10-26,Canada,West,Pamela Knapp,Furniture,Chair,445.01,87.43,67.29
2022-05-14,India,East,Mitchell Carter,Grocery,Bread,1136.51,227.53,10.18
2023-08-19,Germany,East,James Warren,Sports,Tennis Racket,737.04,95.93,122.72
2023-01-27,India,North,Erica Singh,Clothing,T-shirt,1726.57,248.4,281.08
2022-09-15,UK,West,Michelle Adams,Electronics,Smartphone,1130.23,232.58,27.91
2024-06-01,USA,North,Cody Silva,Sports,Cycling Helmet,1933.24,384.13,176.94
2023-05-24,Canada,South,Danielle Valdez,Clothing,T-shirt,534.04,107.76,64.63
2024-10-22,USA,South,Michelle Adams,Furniture,Chair,494.68,113.75,93.36
2023-02-24,India,South,Pamela Knapp,Clothing,Shoes,1482.54,443.63,154.46
2024-03-07,India,South,Cody Silva,Electronics,Smartphone,916.64,118.51,151.54
2023-04-04,India,West,James Warren,Sports,Yoga Mat,22.95,1.81,2.2
2023-11-10,USA,East,Christopher Smith,Clothing,Jacket,116.58,9.69,1.24
2022-08-14,UK,North,Kaylee Wheeler,Grocery,Bread,1839.55,346.15,331.77
2023-10-21,Canada,West,Cody Silva,Furniture,Cabinet,1537.23,363.57,224.09
2022-02-27,Germany,West,Michelle Adams,Furniture,Desk,800.11,136.16,30.36
2023-10-10,India,South,Casey Manning,Sports,Tennis Racket,1312.94,311.98,162.53
2023-02-11,Canada,West,Casey Manning,Grocery,Vegetables,690.49,70.46,0.11
2023-06-21,India,North,Michelle Adams,Electronics,Headphones,517.92,137.46,9.89
2023-03-03,Canada,West,Erica Singh,Electronics,Tablet,1849.67,113.63,343.22
2024-02-23,Canada,North,Danielle Valdez,Sports,Basketball,1012.33,122.71,174.18
2022-05-09,India,West,Danielle Valdez,Grocery,Milk,995.61,296.82,176.37
2024-08-15,Canada,North,Casey Manning,Furniture,Table,1400.93,224.33,81.77
2022-08-29,Germany,South,Kaylee Wheeler,Electronics,Smartwatch,971.42,124.3,76.39
2023-05-21,USA,North,Christopher Smith,Electronics,Tablet,509.89,108.79,3.28
2022-09-06,Germany,East,Kaylee Wheeler,Grocery,Eggs,708.89,98.0,18.59
2024-10-18,Germany,West,Erica Singh,Electronics,Laptop,813.07,109.23,11.7
2022-04-18,USA,North,James Warren,Grocery,Vegetables,1142.37,81.8,51.1
2022-06-12,Canada,East,Christopher Smith,Grocery,Milk,1230.29,293.73,226.48
2022-06-05,USA,North,Michelle Adams,Sports,Cycling Helmet,23.03,4.71,1.69
2023-07-17,Canada,South,Michelle Adams,Sports,Football,1737.59,487.95,107.36
2024-07-31,USA,North,Danielle Valdez,Sports,Tennis Racket,863.27,131.56,132.35
2023-01-16,USA,West,Christopher Smith,Furniture,Table,1755.4,481.58,175.25
2022-04-16,India,South,Christopher Smith,Clothing,Shoes,1740.27,203.68,119.22
2023-12-07,USA,South,Kaylee Wheeler,Clothing,Shoes,1647.26,290.85,50.13
2022-03-03,Canada,West,Pamela Knapp,Grocery,Vegetables,1624.45,168.06,190.52
2024-09-02,India,North,Christopher Smith,Electronics,Laptop,734.26,172.51,60.31
2022-03-10,India,East,James Warren,Electronics,Smartwatch,1579.18,288.11,175.81
2022-06-26,India,East,Mitchell Carter,Clothing,Jacket,1869.36,348.07,28.84
2024-05-05,Germany,West,Christopher Smith,Furniture,Sofa,1371.6,312.99,122.47
2024-09-13,UK,North,Cody Silva,Furniture,Sofa,1533.34,416.16,39.85
2022-08-30,Germany,North,Erica Singh,Clothing,Shoes,1393.86,88.58,244.63
2024-09-28,India,West,Christopher Smith,Furniture,Table,583.48,41.87,86.44
2024-02-18,India,West,Pamela Knapp,Clothing,Jacket,1207.99,212.2,172.19
2022-07-20,UK,West,Erica Singh,Clothing,Jeans,179.13,38.22,34.09
2022-10-25,USA,South,Pamela Knapp,Clothing,Hat,37.44,4.11,0.22
2023-08-20,Germany,South,Mitchell Carter,Furniture,Chair,674.14,155.17,104.49
2024-04-11,USA,North,Pamela Knapp,Furniture,Sofa,606.51,174.26,86.55
2024-09-06,India,East,Casey Manning,Clothing,Hat,1237.29,191.85,34.44
2023-04-09,Canada,West,Cody Silva,Clothing,Jacket,606.65,52.05,9.63
2023-04-23,India,South,Cody Silva,Furniture,Sofa,1956.81,196.62,358.18
2024-10-19,India,West,Casey Manning,Grocery,Bread,1731.98,250.5,199.7
2022-11-25,USA,South,Casey Manning,Grocery,Fruits,1960.47,236.74,257.39
2023-07-11,USA,West,Cody Silva,Furniture,Chair,243.27,64.19,2.35
2022-10-04,USA,South,Mitchell Carter,Electronics,Smartphone,931.34,240.04,117.2
2022-12-19,India,North,Casey Manning,Furniture,Cabinet,1600.39,466.26,218.3
2022-02-23,Canada,West,Danielle Valdez,Grocery,Vegetables,1091.14,57.0,14.97
2024-03-14,UK,South,Cody Silva,Clothing,Hat,1675.54,217.71,31.17
2022-03-03,USA,West,Pamela Knapp,Sports,Tennis Racket,1296.43,191.32,240.61
2024-06-03,USA,South,Christopher Smith,Grocery,Eggs,613.47,35.71,107.23
2022-09-04,UK,South,Cody Silva,Furniture,Desk,1023.33,98.09,100.62
2022-03-20,Canada,West,Danielle Valdez,Furniture,Sofa,242.98,52.32,32.9
2024-10-22,India,West,Casey Manning,Clothing,T-shirt,989.56,88.41,102.15
2022-04-14,UK,East,Michelle Adams,Furniture,Table,756.19,100.09,1.7
2023-09-20,Canada,West,Casey Manning,Grocery,Milk,1205.75,291.36,170.15
2024-04-20,Germany,South,Danielle Valdez,Electronics,Headphones,307.17,36.16,23.46
2023-12-31,Germany,West,Cody Silva,Sports,Tennis Racket,475.61,74.81,40.2
2023-10-16,Germany,East,Kaylee Wheeler,Sports,Cycling Helmet,1346.92,274.73,198.02
2023-08-11,Germany,West,Danielle Valdez,Electronics,Headphones,1170.5,95.52,180.42
2024-04-03,India,West,Cody Silva,Clothing,Jeans,1051.15,199.26,177.38
2024-09-10,Germany,West,Kaylee Wheeler,Electronics,Smartwatch,695.09,108.68,51.67
2025-01-24,Canada,West,Christopher Smith,Furniture,Chair,496.66,121.77,1.09
2024-11-07,UK,East,Michelle Adams,Clothing,Shoes,393.65,30.21,7.76
2023-03-13,India,East,Kaylee Wheeler,Clothing,T-shirt,177.92,27.45,25.85
2024-12-26,India,North,James Warren,Sports,Tennis Racket,1072.9,289.11,198.14
2023-11-16,Germany,North,James Warren,Furniture,Table,1327.8,307.58,75.66
2024-11-25,Canada,West,Mitchell Carter,Furniture,Sofa,948.99,112.74,38.14
2022-06-03,UK,East,Michelle Adams,Furniture,Chair,187.32,10.97,15.32
2022-03-13,Germany,West,Erica Singh,Furniture,Chair,368.68,41.83,28.04
2022-10-26,USA,East,James Warren,Furniture,Desk,694.39,181.14,9.86
2022-09-25,USA,East,Kaylee Wheeler,Clothing,Jacket,222.99,61.92,11.69
2024-10-18,UK,North,Danielle Valdez,Furniture,Chair,902.69,156.45,67.19
2023-10-06,India,North,Cody Silva,Clothing,Jeans,681.01,41.35,10.55
2023-09-12,USA,West,James Warren,Electronics,Tablet,82.89,18.65,14.74
2022-08-11,UK,South,Christopher Smith,Grocery,Vegetables,158.42,27.6,19.0
2022-05-24,USA,South,Cody Silva,Furniture,Cabinet,1887.07,141.86,15.86
2023-04-29,USA,West,Mitchell Carter,Grocery,Bread,874.39,128.99,47.09
2023-12-30,USA,North,Casey Manning,Clothing,T-shirt,1350.82,349.99,218.5
2022-09-14,USA,East,Christopher Smith,Electronics,Smartwatch,697.73,126.71,25.81
2024-03-19,Canada,South,Pamela Knapp,Electronics,Smartphone,1494.93,294.15,53.68
2024-12-25,USA,West,Erica Singh,Furniture,Table,1898.67,317.58,24.95
2023-05-23,UK,East,Casey Manning,Grocery,Eggs,156.41,18.08,18.16
2023-12-05,Germany,South,Danielle Valdez,Grocery,Bread,1805.84,258.76,285.27
2024-06-21,USA,North,Erica Singh,Electronics,Headphones,827.5,45.21,66.46
2023-09-04,Canada,West,Michelle Adams,Electronics,Tablet,543.56,101.42,64.91
2022-07-27,Germany,West,James Warren,Clothing,T-shirt,1122.12,216.01,162.44
2024-07-16,Canada,South,Christopher Smith,Grocery,Fruits,758.89,62.84,94.88
2023-07-25,USA,North,Michelle Adams,Furniture,Table,297.28,86.44,51.22
2023-02-04,India,West,Cody Silva,Sports,Cycling Helmet,966.27,124.97,17.23
2023-08-30,Germany,South,James Warren,Electronics,Headphones,611.96,69.47,95.21
2023-04-24,Germany,West,Casey Manning,Electronics,Smartwatch,789.45,208.59,43.42
2023-05-07,Germany,South,Christopher Smith,Grocery,Eggs,653.22,164.54,6.0
2022-10-08,USA,North,Cody Silva,Furniture,Sofa,1876.36,324.41,86.75
2024-10-02,UK,North,Christopher Smith,Grocery,Eggs,1321.63,255.35,165.68
2024-06-29,India,East,Cody Silva,Grocery,Bread,1325.7,353.66,162.67
2022-03-08,USA,West,Danielle Valdez,Sports,Yoga Mat,863.73,167.8,30.57
2024-04-13,Canada,North,James Warren,Electronics,Smartphone,203.74,55.99,12.52
2023-01-27,USA,North,Danielle Valdez,Furniture,Chair,460.48,83.55,77.18
2025-01-18,Canada,East,Pamela Knapp,Clothing,Jacket,1811.83,422.85,157.74
2024-01-10,USA,North,Pamela Knapp,Furniture,Sofa,367.44,78.32,68.7
2022-08-13,India,West,Cody Silva,Sports,Cycling Helmet,1945.64,487.27,361.24
2023-03-06,UK,North,Casey Manning,Sports,Cycling Helmet,978.95,54.0,29.99
2024-05-04,India,West,Mitchell Carter,Furniture,Chair,590.03,114.53,3.46
2023-02-14,Canada,North,Pamela Knapp,Sports,Cycling Helmet,1881.41,159.51,167.27
2023-06-10,UK,West,James Warren,Furniture,Sofa,97.56,18.19,15.12
2022-05-17,Germany,South,Erica Singh,Sports,Football,689.03,48.58,23.09
2022-11-15,Germany,East,Erica Singh,Sports,Cycling Helmet,1615.75,307.68,190.64
2023-01-16,UK,West,Casey Manning,Furniture,Sofa,876.49,229.2,144.15
2024-12-24,USA,East,James Warren,Electronics,Laptop,921.86,133.06,86.06
2022-11-07,India,West,Cody Silva,Sports,Yoga Mat,588.24,45.6,79.94
2022-08-11,UK,East,Michelle Adams,Electronics,Headphones,450.37,75.13,26.36
2024-09-10,UK,North,Cody Silva,Clothing,Jacket,1900.2,98.23,6.0
2023-05-25,India,North,Mitchell Carter,Electronics,Smartwatch,966.74,216.26,65.43
2022-08-05,UK,South,James Warren,Electronics,Smartphone,409.48,89.73,58.99
2024-03-02,UK,South,Michelle Adams,Grocery,Milk,1689.03,387.28,218.63
2023-09-12,UK,South,Michelle Adams,Electronics,Smartphone,1754.32,250.2,71.77
2022-04-03,Germany,South,Mitchell Carter,Grocery,Bread,1500.44,126.74,272.9
2024-02-03,USA,South,Kaylee Wheeler,Furniture,Sofa,171.54,34.07,11.17
2024-11-30,USA,South,Casey Manning,Clothing,Hat,1075.32,219.54,13.92
2023-12-05,India,East,Erica Singh,Electronics,Headphones,1758.19,120.18,319.81
2023-12-12,UK,East,Cody Silva,Electronics,Laptop,843.15,62.65,112.36
2024-07-17,USA,East,Casey Manning,Electronics,Smartphone,971.62,78.4,145.19
2024-10-06,UK,East,Michelle Adams,Clothing,Jeans,1172.95,261.98,174.35
2024-03-29,Canada,West,Cody Silva,Electronics,Smartwatch,1239.5,179.95,65.88
2024-04-30,USA,West,Danielle Valdez,Furniture,Cabinet,1263.86,128.51,246.77
2023-09-07,India,West,Kaylee Wheeler,Grocery,Fruits,1770.08,214.01,157.53
2023-06-05,UK,North,Christopher Smith,Electronics,Smartphone,1179.93,300.81,57.52
2024-09-22,UK,North,Mitchell Carter,Grocery,Bread,1932.84,363.23,172.72
2022-03-29,UK,West,Pamela Knapp,Clothing,Hat,1924.91,553.07,237.41
2024-07-02,Canada,North,Christopher Smith,Electronics,Tablet,1630.18,465.5,46.06
2023-11-22,India,East,Kaylee Wheeler,Furniture,Desk,989.11,217.55,165.32
2024-07-12,USA,South,Erica Singh,Grocery,Eggs,942.04,78.68,153.16
2022-11-13,Canada,West,Cody Silva,Clothing,Hat,1322.89,333.97,225.54
2023-04-26,USA,South,Pamela Knapp,Clothing,Hat,1476.16,292.87,162.19
2022-03-23,Germany,West,Mitchell Carter,Sports,Yoga Mat,1632.23,353.29,163.8
2024-06-08,Canada,North,Christopher Smith,Electronics,Laptop,143.34,28.53,21.81
2022-04-18,UK,North,Mitchell Carter,Furniture,Chair,562.99,137.9,10.18
2023-03-21,USA,East,Danielle Valdez,Electronics,Smartwatch,556.67,36.5,75.67
2023-02-15,India,North,James Warren,Grocery,Fruits,1348.57,117.58,162.68
2023-05-10,Germany,South,Erica Singh,Sports,Football,1555.34,91.32,11.16
2023-08-16,UK,North,James Warren,Electronics,Headphones,243.46,23.34,5.31
2022-12-31,USA,East,Mitchell Carter,Grocery,Fruits,1673.09,254.68,157.65
2023-02-17,India,North,Casey Manning,Grocery,Eggs,781.63,48.4,121.75
2023-06-20,Germany,West,Michelle Adams,Clothing,Shoes,401.03,34.52,49.24
2023-04-21,UK,North,Mitchell Carter,Furniture,Cabinet,862.76,101.95,84.61
2024-06-17,India,North,Kaylee Wheeler,Grocery,Milk,338.93,97.46,63.59
2024-12-05,India,South,Christopher Smith,Clothing,T-shirt,771.51,50.43,136.17
2022-03-13,Germany,North,Christopher Smith,Grocery,Vegetables,201.3,28.78,37.12
2022-08-14,Germany,South,Cody Silva,Clothing,Jacket,1705.45,166.23,197.2
2024-12-06,Canada,East,Kaylee Wheeler,Furniture,Desk,1505.6,131.31,153.34
2022-06-21,Germany,West,Casey Manning,Sports,Tennis Racket,228.87,51.85,5.56
2023-09-12,Canada,East,Erica Singh,Sports,Yoga Mat,427.42,81.94,12.25
2022-11-22,India,West,Mitchell Carter,Grocery,Fruits,362.77,25.1,56.44
2023-08-04,USA,North,James Warren,Electronics,Laptop,644.14,193.22,56.61
2022-03-02,Germany,North,Christopher Smith,Electronics,Headphones,583.35,103.9,17.93
2023-03-20,UK,East,Kaylee Wheeler,Clothing,Shoes,1364.9,75.32,24.72
2023-08-28,UK,North,Cody Silva,Sports,Cycling Helmet,1278.49,218.54,144.32
2022-11-08,UK,East,Casey Manning,Grocery,Bread,98.91,15.06,15.61
2022-05-10,India,South,Casey Manning,Sports,Yoga Mat,860.96,257.95,113.31
2024-09-18,USA,North,Michelle Adams,Electronics,Laptop,530.47,158.24,41.92
2023-02-18,UK,North,Cody Silva,Clothing,Jeans,251.42,15.12,12.31
2022-12-21,Canada,West,Erica Singh,Grocery,Milk,69.67,4.68,10.69
2025-01-29,India,South,Pamela Knapp,Electronics,Smartwatch,1397.35,372.42,165.17
2022-02-28,USA,West,Christopher Smith,Sports,Football,43.49,4.66,1.1
2022-06-24,Canada,North,Christopher Smith,Sports,Cycling Helmet,459.9,26.68,87.02
2022-06-10,UK,East,Danielle Valdez,Grocery,Bread,473.09,91.66,9.11
2024-08-19,India,East,Michelle Adams,Sports,Football,472.46,127.97,4.2
2024-06-15,USA,East,Kaylee Wheeler,Electronics,Smartphone,172.92,45.07,34.4
2022-12-23,Germany,West,Michelle Adams,Furniture,Desk,89.28,21.09,8.17
2024-11-24,India,South,Christopher Smith,Clothing,Hat,236.42,58.52,28.22
2023-03-07,UK,South,Kaylee Wheeler,Sports,Cycling Helmet,1180.0,121.61,154.17
2022-08-31,Canada,East,Casey Manning,Furniture,Sofa,1195.4,122.6,188.66
2023-10-16,Germany,North,Michelle Adams,Furniture,Chair,1487.47,163.5,193.98
2023-08-11,India,North,Michelle Adams,Grocery,Fruits,854.12,97.19,107.31
2022-11-17,UK,East,Michelle Adams,Electronics,Tablet,694.64,53.78,79.41
2023-11-10,Germany,East,Kaylee Wheeler,Clothing,Jeans,72.82,13.68,0.51
2023-08-16,UK,West,Kaylee Wheeler,Sports,Cycling Helmet,1574.1,396.64,293.71
2023-07-28,Canada,East,Cody Silva,Electronics,Headphones,1265.03,364.29,199.34
2024-12-26,USA,North,Kaylee Wheeler,Sports,Basketball,1579.16,258.5,248.52
2022-08-13,Germany,North,Cody Silva,Clothing,Jacket,825.11,84.37,164.15
2023-01-08,India,North,Cody Silva,Clothing,Jeans,1439.47,309.42,216.29
2022-07-26,India,South,Mitchell Carter,Sports,Yoga Mat,627.94,154.43,59.85
2024-02-08,Germany,North,Cody Silva,Grocery,Eggs,175.39,49.99,6.16
2022-03-29,India,West,Danielle Valdez,Grocery,Vegetables,1352.63,200.17,61.42
2024-04-11,Germany,South,Christopher Smith,Sports,Yoga Mat,1428.79,242.6,204.99
2023-10-17,Canada,East,Kaylee Wheeler,Clothing,Jacket,1268.77,169.39,8.4
2024-02-16,UK,South,Michelle Adams,Clothing,T-shirt,1797.7,411.37,98.48
2023-11-16,Canada,North,Pamela Knapp,Electronics,Smartphone,1034.92,277.83,33.92
2024-01-06,India,West,James Warren,Furniture,Cabinet,88.45,5.34,16.8
2023-03-10,India,South,Christopher Smith,Sports,Cycling Helmet,1876.58,166.44,205.0
